origin_id,asset,session_date,forecast_origin_utc,session_segment,b1t_atm_iv,b1t_skew,b1t_complete,b1t_b1b_complete,b1t_b1c_complete,b1t_valid_contract_count,b1t_valid_quote_count,b1t_valid_expiry_bucket_count,b1t_median_quote_age,b1t_median_relative_spread,b1t_iv_inversion_success_rate,b1t_missing_reason
MSFT:2026-07-13T19:10:00+00:00,MSFT,2026-07-13,2026-07-13T19:10:00+00:00,last,0.4502064893589467,-0.01697912472650409,true,true,true,103,103,3,179.490272,0.03921568627450984,1.0,
MSFT:2026-07-13T19:15:00+00:00,MSFT,2026-07-13,2026-07-13T19:15:00+00:00,last,0.44420819575808573,-0.03269284309750797,true,true,true,102,102,3,150.056137,0.04764605785592747,1.0,
MSFT:2026-07-13T19:20:00+00:00,MSFT,2026-07-13,2026-07-13T19:20:00+00:00,last,0.4265088980551176,-0.050037455982096524,true,true,true,101,101,3,176.129537,0.051635111876075696,1.0,
MSFT:2026-07-13T19:25:00+00:00,MSFT,2026-07-13,2026-07-13T19:25:00+00:00,last,0.4373758098262176,-0.06275768067956716,true,true,true,129,129,3,152.156592,0.045197740112994385,1.0,
NVDA:2026-07-13T13:35:00+00:00,NVDA,2026-07-13,2026-07-13T13:35:00+00:00,first,0.4194361936941594,-0.01099362749525895,true,true,true,311,311,3,130.260647,0.034063260340632576,0.9873015873015873,
NVDA:2026-07-13T13:40:00+00:00,NVDA,2026-07-13,2026-07-13T13:40:00+00:00,first,0.41856246428230415,-0.025430167595773878,true,true,true,274,274,3,127.6610305,0.03080475038347801,0.9963636363636363,
NVDA:2026-07-13T13:45:00+00:00,NVDA,2026-07-13,2026-07-13T13:45:00+00:00,first,0.4042814177677483,-0.024165804321348627,true,true,true,253,253,3,87.894262,0.0273972602739726,0.9960629921259843,
NVDA:2026-07-13T13:50:00+00:00,NVDA,2026-07-13,2026-07-13T13:50:00+00:00,middle,0.416909776824832,-0.018123682688891862,true,true,true,236,236,3,126.6532235,0.026223796261275155,1.0,
NVDA:2026-07-13T13:55:00+00:00,NVDA,2026-07-13,2026-07-13T13:55:00+00:00,middle,0.42000318276418747,-0.029068508891001266,true,true,true,274,274,3,105.0537825,0.03115748604707602,0.9963636363636363,
NVDA:2026-07-13T14:00:00+00:00,NVDA,2026-07-13,2026-07-13T14:00:00+00:00,middle,0.3909590000139699,0.025747487759932963,true,true,true,206,206,3,118.715752,0.024590576971529325,0.9856459330143541,
NVDA:2026-07-13T14:05:00+00:00,NVDA,2026-07-13,2026-07-13T14:05:00+00:00,middle,0.41728070390566446,-0.02565882586856183,true,true,true,234,234,3,136.2353525,0.026525945470536452,1.0,
NVDA:2026-07-13T14:10:00+00:00,NVDA,2026-07-13,2026-07-13T14:10:00+00:00,middle,0.41268924727819867,-0.004807188145503405,true,true,true,207,207,3,110.25491,0.022727272727272846,1.0,
NVDA:2026-07-13T14:15:00+00:00,NVDA,2026-07-13,2026-07-13T14:15:00+00:00,middle,0.41741563389328873,-0.021173279223099417,true,true,true,192,192,3,147.371736,0.02159867515685865,1.0,
NVDA:2026-07-13T14:20:00+00:00,NVDA,2026-07-13,2026-07-13T14:20:00+00:00,middle,0.4086767379002273,-0.0007984785628765145,true,true,true,261,261,3,147.225396,0.034285714285714364,1.0,
NVDA:2026-07-13T14:25:00+00:00,NVDA,2026-07-13,2026-07-13T14:25:00+00:00,middle,0.4063908257244677,-0.000019222494095583187,true,true,true,176,176,3,129.868314,0.024793811792428632,1.0,
NVDA:2026-07-13T14:30:00+00:00,NVDA,2026-07-13,2026-07-13T14:30:00+00:00,middle,0.4025430859034434,-0.01344516604456314,true,true,true,171,171,3,116.51218,0.027397260273972626,1.0,
NVDA:2026-07-13T14:35:00+00:00,NVDA,2026-07-13,2026-07-13T14:35:00+00:00,middle,0.4238952535308972,-0.02927824269285806,true,true,true,192,192,3,115.8403035,0.024940137450632744,0.9948186528497409,
NVDA:2026-07-13T14:40:00+00:00,NVDA,2026-07-13,2026-07-13T14:40:00+00:00,middle,0.4043123004181459,-0.009606553182944622,true,true,true,205,205,3,142.226337,0.02564102564102566,0.9903381642512077,
NVDA:2026-07-13T14:45:00+00:00,NVDA,2026-07-13,2026-07-13T14:45:00+00:00,middle,0.41541746308263394,-0.023383344503551784,true,true,true,220,220,3,130.1495965,0.029287856043761766,1.0,
NVDA:2026-07-13T14:50:00+00:00,NVDA,2026-07-13,2026-07-13T14:50:00+00:00,middle,0.40929804169194406,-0.00597834467530256,true,true,true,213,213,3,149.188118,0.02750491159135571,1.0,
NVDA:2026-07-13T14:55:00+00:00,NVDA,2026-07-13,2026-07-13T14:55:00+00:00,middle,0.419814459595412,-0.03354325219675891,true,true,true,183,183,3,103.153908,0.030769230769230795,1.0,
NVDA:2026-07-13T15:00:00+00:00,NVDA,2026-07-13,2026-07-13T15:00:00+00:00,middle,0.41320110206283633,-0.0051452954253704,true,true,true,180,180,3,143.77433000000002,0.029106532328825145,1.0,
NVDA:2026-07-13T15:05:00+00:00,NVDA,2026-07-13,2026-07-13T15:05:00+00:00,middle,0.41816486412826925,-0.028531992689520058,true,true,true,156,156,3,134.8288465,0.026109660574412556,0.9936305732484076,
NVDA:2026-07-13T15:10:00+00:00,NVDA,2026-07-13,2026-07-13T15:10:00+00:00,middle,0.4153406476120427,-0.025323251785591305,true,true,true,156,156,3,154.2998595,0.026373753767679153,1.0,
NVDA:2026-07-13T15:15:00+00:00,NVDA,2026-07-13,2026-07-13T15:15:00+00:00,middle,0.4115294528815374,-0.01369647407783564,true,true,true,156,156,3,125.44373250000001,0.024615617662652398,1.0,
NVDA:2026-07-13T15:20:00+00:00,NVDA,2026-07-13,2026-07-13T15:20:00+00:00,middle,0.4175242260837704,-0.017359253272533404,true,true,true,164,164,3,116.586559,0.024271129871404645,0.9939393939393939,
NVDA:2026-07-13T15:25:00+00:00,NVDA,2026-07-13,2026-07-13T15:25:00+00:00,middle,0.39676933413041376,-0.025216484986990584,true,true,true,137,137,3,106.546875,0.02493765586034904,0.9856115107913669,
NVDA:2026-07-13T15:30:00+00:00,NVDA,2026-07-13,2026-07-13T15:30:00+00:00,middle,0.4161336127463804,-0.02566672348241511,true,true,true,143,143,3,159.825885,0.02298850574712656,0.9930555555555556,
NVDA:2026-07-13T15:35:00+00:00,NVDA,2026-07-13,2026-07-13T15:35:00+00:00,middle,0.4185959546353892,-0.026402244651839157,true,true,true,158,158,3,139.3729645,0.019436881285509675,0.9937106918238994,
NVDA:2026-07-13T15:40:00+00:00,NVDA,2026-07-13,2026-07-13T15:40:00+00:00,middle,0.4133686655869484,-0.01582495551706864,true,true,true,185,185,3,192.424992,0.02044989775051125,1.0,
NVDA:2026-07-13T15:45:00+00:00,NVDA,2026-07-13,2026-07-13T15:45:00+00:00,middle,0.4137170919188783,-0.023988406032815546,true,true,true,138,138,3,145.8846945,0.022727456155218213,1.0,
NVDA:2026-07-13T15:50:00+00:00,NVDA,2026-07-13,2026-07-13T15:50:00+00:00,middle,0.41293086955863234,-0.02187341014176608,true,true,true,181,181,3,170.361742,0.019417475728155442,1.0,
NVDA:2026-07-13T15:55:00+00:00,NVDA,2026-07-13,2026-07-13T15:55:00+00:00,middle,0.37964753081401437,-0.015886124771535504,true,true,true,149,149,3,144.189679,0.018018018018018063,0.9933333333333333,
NVDA:2026-07-13T16:00:00+00:00,NVDA,2026-07-13,2026-07-13T16:00:00+00:00,middle,0.4144850603603125,-0.0255354442785532,true,true,true,148,148,3,151.0544205,0.02105366838625482,1.0,
NVDA:2026-07-13T16:05:00+00:00,NVDA,2026-07-13,2026-07-13T16:05:00+00:00,middle,0.4164283949087412,-0.029521206077530948,true,true,true,211,211,3,154.862629,0.02547770700636945,0.9952830188679245,
NVDA:2026-07-13T16:10:00+00:00,NVDA,2026-07-13,2026-07-13T16:10:00+00:00,middle,0.4095268489763141,-0.01481577457705141,true,true,true,186,186,3,116.8753195,0.021276595744680774,1.0,
NVDA:2026-07-13T16:15:00+00:00,NVDA,2026-07-13,2026-07-13T16:15:00+00:00,middle,0.41126372797769317,-0.018277909676402915,true,true,true,187,187,3,158.106677,0.02230483271375457,1.0,
NVDA:2026-07-13T16:20:00+00:00,NVDA,2026-07-13,2026-07-13T16:20:00+00:00,middle,0.3930093993841634,-0.01660413708005859,true,true,true,181,181,3,138.916589,0.0203045685279188,1.0,
NVDA:2026-07-13T16:25:00+00:00,NVDA,2026-07-13,2026-07-13T16:25:00+00:00,middle,0.410973043633841,-0.020462195953145523,true,true,true,165,165,3,100.0719,0.023904382470119435,1.0,
NVDA:2026-07-13T16:30:00+00:00,NVDA,2026-07-13,2026-07-13T16:30:00+00:00,middle,0.4101486370556727,-0.020130123642355224,true,true,true,187,187,3,164.868681,0.02484472049689443,1.0,
NVDA:2026-07-13T16:35:00+00:00,NVDA,2026-07-13,2026-07-13T16:35:00+00:00,middle,0.4198738779637888,-0.031747588126227355,true,true,true,224,224,3,105.6381325,0.025236844200302602,1.0,
NVDA:2026-07-13T16:40:00+00:00,NVDA,2026-07-13,2026-07-13T16:40:00+00:00,middle,0.41731035721050946,-0.00999532440073786,true,true,true,234,234,3,158.8637685,0.022288446017259544,0.9957446808510638,
NVDA:2026-07-13T16:45:00+00:00,NVDA,2026-07-13,2026-07-13T16:45:00+00:00,middle,0.41281821680253744,-0.018351595903769113,true,true,true,169,169,3,149.744745,0.020477815699658723,1.0,
NVDA:2026-07-13T16:50:00+00:00,NVDA,2026-07-13,2026-07-13T16:50:00+00:00,middle,0.42663613531981404,-0.03292999503047761,true,true,true,151,151,3,148.373373,0.0185758513931889,1.0,
NVDA:2026-07-13T16:55:00+00:00,NVDA,2026-07-13,2026-07-13T16:55:00+00:00,middle,0.4014216247362867,-0.0276284609612375,true,true,true,203,203,3,172.740536,0.02247191011235957,1.0,
NVDA:2026-07-13T17:00:00+00:00,NVDA,2026-07-13,2026-07-13T17:00:00+00:00,middle,0.4001594593826979,-0.02685255765305472,true,true,true,159,159,3,144.836604,0.021201413427561887,1.0,
NVDA:2026-07-13T17:05:00+00:00,NVDA,2026-07-13,2026-07-13T17:05:00+00:00,middle,0.4224538272439986,-0.03001398737965516,true,true,true,151,151,3,136.452409,0.020725388601036288,1.0,
NVDA:2026-07-13T17:10:00+00:00,NVDA,2026-07-13,2026-07-13T17:10:00+00:00,middle,0.40537713718409096,-0.013119203208640406,true,true,true,159,159,3,147.812545,0.020703933747412008,1.0,
NVDA:2026-07-13T17:15:00+00:00,NVDA,2026-07-13,2026-07-13T17:15:00+00:00,middle,0.4242832796907798,-0.025387103248536547,true,true,true,156,156,3,130.30412,0.02413278491609941,0.9936305732484076,
NVDA:2026-07-13T17:20:00+00:00,NVDA,2026-07-13,2026-07-13T17:20:00+00:00,middle,0.4030026748756469,-0.02276248774658135,true,true,true,192,192,3,182.7047345,0.024264597657646325,0.9948186528497409,
NVDA:2026-07-13T17:25:00+00:00,NVDA,2026-07-13,2026-07-13T17:25:00+00:00,middle,0.4049088310343326,-0.026313135725721637,true,true,true,180,180,3,187.3895945,0.0221640173007058,0.994475138121547,
NVDA:2026-07-13T17:30:00+00:00,NVDA,2026-07-13,2026-07-13T17:30:00+00:00,middle,0.4147256768125668,-0.019209828111082294,true,true,true,210,210,3,166.938388,0.020463856725085,1.0,
NVDA:2026-07-13T17:35:00+00:00,NVDA,2026-07-13,2026-07-13T17:35:00+00:00,middle,0.4153257092009336,-0.019622813710972853,true,true,true,163,163,3,159.743105,0.024896265560165887,1.0,
NVDA:2026-07-13T17:40:00+00:00,NVDA,2026-07-13,2026-07-13T17:40:00+00:00,middle,0.42402768757452075,-0.03020837298855189,true,true,true,139,139,3,156.502351,0.021052631578947295,0.9928571428571429,
NVDA:2026-07-13T17:45:00+00:00,NVDA,2026-07-13,2026-07-13T17:45:00+00:00,middle,0.4176182896449939,-0.025725285034194578,true,true,true,160,160,3,160.27110249999998,0.021819335898758316,1.0,
NVDA:2026-07-13T17:50:00+00:00,NVDA,2026-07-13,2026-07-13T17:50:00+00:00,middle,0.42538753002019974,-0.03320521942268306,true,true,true,147,147,3,124.298712,0.016085790884718395,0.9932432432432432,
NVDA:2026-07-13T17:55:00+00:00,NVDA,2026-07-13,2026-07-13T17:55:00+00:00,middle,0.4194578376264647,-0.02295285004276043,true,true,true,199,199,3,159.968955,0.02020202020202022,1.0,
NVDA:2026-07-13T18:00:00+00:00,NVDA,2026-07-13,2026-07-13T18:00:00+00:00,middle,0.42516244802538306,-0.028520369786113386,true,true,true,156,156,3,154.511758,0.022347066167290847,1.0,
NVDA:2026-07-13T18:05:00+00:00,NVDA,2026-07-13,2026-07-13T18:05:00+00:00,middle,0.40371092692554006,-0.020004059843867994,true,true,true,148,148,3,136.23009150000001,0.021441972661484926,0.9932885906040269,
NVDA:2026-07-13T18:10:00+00:00,NVDA,2026-07-13,2026-07-13T18:10:00+00:00,middle,0.42608345136167114,-0.029414066749975154,true,true,true,164,164,3,165.49258600000002,0.023952954675846155,0.9939393939393939,
NVDA:2026-07-13T18:15:00+00:00,NVDA,2026-07-13,2026-07-13T18:15:00+00:00,middle,0.40509643661624184,-0.012882349298834861,true,true,true,142,142,3,155.2289945,0.021279003961516656,1.0,
NVDA:2026-07-13T18:20:00+00:00,NVDA,2026-07-13,2026-07-13T18:20:00+00:00,middle,0.42719034664667405,-0.03214954686903948,true,true,true,113,113,3,128.404967,0.018348623853210944,1.0,
NVDA:2026-07-13T18:25:00+00:00,NVDA,2026-07-13,2026-07-13T18:25:00+00:00,middle,0.4045927029628307,-0.016155165183082243,true,true,true,126,126,3,144.329421,0.028370221327967834,0.9921259842519685,
NVDA:2026-07-13T18:30:00+00:00,NVDA,2026-07-13,2026-07-13T18:30:00+00:00,middle,0.40655715990302715,-0.030350306520536496,true,true,true,149,149,3,156.820201,0.024691358024691384,1.0,
NVDA:2026-07-13T18:35:00+00:00,NVDA,2026-07-13,2026-07-13T18:35:00+00:00,middle,0.4192221385564208,-0.030382269504904857,true,true,true,189,189,3,178.268185,0.02376910016977923,0.9947368421052631,
NVDA:2026-07-13T18:40:00+00:00,NVDA,2026-07-13,2026-07-13T18:40:00+00:00,middle,0.4162933531624302,-0.020214911232590782,true,true,true,132,132,3,138.839761,0.020696153063737354,1.0,
NVDA:2026-07-13T18:45:00+00:00,NVDA,2026-07-13,2026-07-13T18:45:00+00:00,middle,0.42378323407402635,-0.02808845971529189,true,true,true,122,122,3,111.13203949999999,0.018809516789999765,0.991869918699187,
NVDA:2026-07-13T18:50:00+00:00,NVDA,2026-07-13,2026-07-13T18:50:00+00:00,middle,0.42228723229517046,-0.02175479692238569,true,true,true,131,131,3,132.721035,0.02230483271375457,0.9924242424242424,
NVDA:2026-07-13T18:55:00+00:00,NVDA,2026-07-13,2026-07-13T18:55:00+00:00,middle,0.404397199767068,-0.023984457225888933,true,true,true,120,120,3,156.8187985,0.023212002960371375,1.0,
NVDA:2026-07-13T19:00:00+00:00,NVDA,2026-07-13,2026-07-13T19:00:00+00:00,last,0.42212864671888206,-0.029365339962616532,true,true,true,144,144,3,86.60373899999999,0.020041367953892778,1.0,
NVDA:2026-07-13T19:05:00+00:00,NVDA,2026-07-13,2026-07-13T19:05:00+00:00,last,0.4055743167601526,-0.01889913896232842,true,true,true,123,123,3,122.428172,0.02481389578163772,0.984,
NVDA:2026-07-13T19:10:00+00:00,NVDA,2026-07-13,2026-07-13T19:10:00+00:00,last,0.43233143249484896,-0.029951998561486615,true,true,true,138,138,3,171.5629545,0.019672131147541017,1.0,
NVDA:2026-07-13T19:15:00+00:00,NVDA,2026-07-13,2026-07-13T19:15:00+00:00,last,0.4175557420333922,-0.019699033135235355,true,true,true,151,151,3,118.562734,0.02281368821292781,1.0,
NVDA:2026-07-13T19:20:00+00:00,NVDA,2026-07-13,2026-07-13T19:20:00+00:00,last,0.41900841869474204,-0.018654163921296596,true,true,true,137,137,3,133.986291,0.02020202020202013,1.0,
NVDA:2026-07-13T19:25:00+00:00,NVDA,2026-07-13,2026-07-13T19:25:00+00:00,last,0.4070062435586899,-0.024330834648564503,true,true,true,156,156,3,119.31575000000001,0.019900990099009933,0.9873417721518988,
QQQ:2026-07-13T13:35:00+00:00,QQQ,2026-07-13,2026-07-13T13:35:00+00:00,first,0.24502100527674708,0.0000618211801386992,true,true,true,708,708,3,164.5515925,0.01732985805927128,0.9957805907172996,
QQQ:2026-07-13T13:40:00+00:00,QQQ,2026-07-13,2026-07-13T13:40:00+00:00,first,0.24546604699324442,0.005161388676241052,true,true,true,565,565,3,143.207867,0.013318534961154383,1.0,
QQQ:2026-07-13T13:45:00+00:00,QQQ,2026-07-13,2026-07-13T13:45:00+00:00,first,0.2433118610560931,0.018657814705058923,true,true,true,597,597,3,159.189754,0.011787819253438213,0.9983277591973244,
QQQ:2026-07-13T13:50:00+00:00,QQQ,2026-07-13,2026-07-13T13:50:00+00:00,middle,0.25731354810703916,0.011989062116824128,true,true,true,589,589,3,165.420236,0.01230012300122997,1.0,
QQQ:2026-07-13T13:55:00+00:00,QQQ,2026-07-13,2026-07-13T13:55:00+00:00,middle,0.2580793000011891,0.0032865808291472898,true,true,true,552,552,3,159.72733950000003,0.012280711203994467,0.9981916817359855,
QQQ:2026-07-13T14:00:00+00:00,QQQ,2026-07-13,2026-07-13T14:00:00+00:00,middle,0.24552646187657673,0.01443380201269312,true,true,true,435,435,3,145.521328,0.01330798479087458,1.0,
QQQ:2026-07-13T14:05:00+00:00,QQQ,2026-07-13,2026-07-13T14:05:00+00:00,middle,0.2591730543272923,0.002615488542549338,true,true,true,480,480,3,149.502321,0.0120436736150852,0.997920997920998,
QQQ:2026-07-13T14:10:00+00:00,QQQ,2026-07-13,2026-07-13T14:10:00+00:00,middle,0.24496504211443101,0.0048518543672486925,true,true,true,386,386,3,159.599124,0.011312507503772917,1.0,
QQQ:2026-07-13T14:15:00+00:00,QQQ,2026-07-13,2026-07-13T14:15:00+00:00,middle,0.2503415290094856,0.006296093247759982,true,true,true,380,380,3,167.1521495,0.012232530300763047,1.0,
QQQ:2026-07-13T14:20:00+00:00,QQQ,2026-07-13,2026-07-13T14:20:00+00:00,middle,0.23639094361798835,0.0021651382884383674,true,true,true,639,639,3,182.912333,0.036223506743738004,0.9953271028037384,
QQQ:2026-07-13T14:25:00+00:00,QQQ,2026-07-13,2026-07-13T14:25:00+00:00,middle,0.2373770929553416,0.017634459038291028,true,true,true,339,339,3,127.528049,0.017202354006337826,1.0,
QQQ:2026-07-13T14:30:00+00:00,QQQ,2026-07-13,2026-07-13T14:30:00+00:00,middle,0.24990612647970764,0.009374784293379679,true,true,true,375,375,3,142.89198,0.012993503248375891,1.0,
QQQ:2026-07-13T14:35:00+00:00,QQQ,2026-07-13,2026-07-13T14:35:00+00:00,middle,0.2423520588291064,0.008296927640445484,true,true,true,419,419,3,191.718789,0.01010101010101011,1.0,
QQQ:2026-07-13T14:40:00+00:00,QQQ,2026-07-13,2026-07-13T14:40:00+00:00,middle,0.2373882315711062,0.005759837816547486,true,true,true,332,332,3,158.11911800000001,0.011715513987539429,1.0,
QQQ:2026-07-13T14:45:00+00:00,QQQ,2026-07-13,2026-07-13T14:45:00+00:00,middle,0.2376822500491087,0.003281793832071056,true,true,true,345,345,3,138.420588,0.009427609427609467,1.0,
QQQ:2026-07-13T14:50:00+00:00,QQQ,2026-07-13,2026-07-13T14:50:00+00:00,middle,0.24495159381914325,0.010417623224511702,true,true,true,318,318,3,156.3824285,0.021935833637506855,0.9968652037617555,
QQQ:2026-07-13T14:55:00+00:00,QQQ,2026-07-13,2026-07-13T14:55:00+00:00,middle,0.2629633222437315,-0.0035775073168202998,true,true,true,253,253,3,153.346844,0.02169197396963129,1.0,
QQQ:2026-07-13T15:00:00+00:00,QQQ,2026-07-13,2026-07-13T15:00:00+00:00,middle,0.2471270977257639,0.017658226385641795,true,true,true,276,276,3,164.3676595,0.01105991722900657,1.0,
QQQ:2026-07-13T15:05:00+00:00,QQQ,2026-07-13,2026-07-13T15:05:00+00:00,middle,0.2556020848936382,0.0018591802574172145,true,true,true,361,361,3,181.616535,0.010471204188481584,1.0,
QQQ:2026-07-13T15:10:00+00:00,QQQ,2026-07-13,2026-07-13T15:10:00+00:00,middle,0.2386003569727689,0.003406479273423524,true,true,true,265,265,3,156.517707,0.009584664536741151,1.0,
QQQ:2026-07-13T15:15:00+00:00,QQQ,2026-07-13,2026-07-13T15:15:00+00:00,middle,0.23758555084552616,-0.00044373786515367053,true,true,true,281,281,3,172.455739,0.008968609865470888,1.0,
QQQ:2026-07-13T15:20:00+00:00,QQQ,2026-07-13,2026-07-13T15:20:00+00:00,middle,0.2519314267115351,-0.003238990255102492,true,true,true,278,278,3,169.513088,0.009385667237254368,1.0,
QQQ:2026-07-13T15:25:00+00:00,QQQ,2026-07-13,2026-07-13T15:25:00+00:00,middle,0.25098719619488163,0.019481345840182074,true,true,true,224,224,3,135.2159715,0.009912041547610235,1.0,
QQQ:2026-07-13T15:30:00+00:00,QQQ,2026-07-13,2026-07-13T15:30:00+00:00,middle,0.23814765047301542,0.010590774682953885,true,true,true,238,238,3,169.1111845,0.009489585888814009,1.0,
QQQ:2026-07-13T15:35:00+00:00,QQQ,2026-07-13,2026-07-13T15:35:00+00:00,middle,0.2386316214653459,-0.0006005725553519525,true,true,true,273,273,3,184.307601,0.010111223458038386,0.9963503649635036,
QQQ:2026-07-13T15:40:00+00:00,QQQ,2026-07-13,2026-07-13T15:40:00+00:00,middle,0.2529854415113274,0.00505596298187963,true,true,true,259,259,3,197.177457,0.010246856078248667,1.0,
QQQ:2026-07-13T15:45:00+00:00,QQQ,2026-07-13,2026-07-13T15:45:00+00:00,middle,0.22145407850400362,-0.0010262986455149559,true,true,true,210,210,3,150.8292685,0.009877085162423225,0.995260663507109,
QQQ:2026-07-13T15:50:00+00:00,QQQ,2026-07-13,2026-07-13T15:50:00+00:00,middle,0.22381832420584752,0.004185753968652395,true,true,true,326,326,3,154.1190665,0.009724473257698622,1.0,
QQQ:2026-07-13T15:55:00+00:00,QQQ,2026-07-13,2026-07-13T15:55:00+00:00,middle,0.23844658633322824,0.010494364189311794,true,true,true,305,305,3,188.57731,0.009532888465204925,0.9967320261437909,
QQQ:2026-07-13T16:00:00+00:00,QQQ,2026-07-13,2026-07-13T16:00:00+00:00,middle,0.25266157415077833,0.010580381125099902,true,true,true,221,221,3,159.55004,0.00851063829787235,1.0,
QQQ:2026-07-13T16:05:00+00:00,QQQ,2026-07-13,2026-07-13T16:05:00+00:00,middle,0.2555303265036158,0.0027205603344030715,true,true,true,247,247,3,173.919813,0.008849557522123902,0.9959677419354839,
QQQ:2026-07-13T16:10:00+00:00,QQQ,2026-07-13,2026-07-13T16:10:00+00:00,middle,0.25022075512216424,0.008117927477404419,true,true,true,240,240,3,196.4978875,0.008060455446187808,0.995850622406639,
QQQ:2026-07-13T16:15:00+00:00,QQQ,2026-07-13,2026-07-13T16:15:00+00:00,middle,0.25253157085858846,0.002217571738902413,true,true,true,251,251,3,158.099928,0.009144350097975217,1.0,
QQQ:2026-07-13T16:20:00+00:00,QQQ,2026-07-13,2026-07-13T16:20:00+00:00,middle,0.25288607872571417,0.008864289239428946,true,true,true,332,332,3,172.2416905,0.009751528579443329,0.996996996996997,
QQQ:2026-07-13T16:25:00+00:00,QQQ,2026-07-13,2026-07-13T16:25:00+00:00,middle,0.25326467058980273,0.007994005720410424,true,true,true,265,265,3,132.70793,0.00796812749003985,1.0,
QQQ:2026-07-13T16:30:00+00:00,QQQ,2026-07-13,2026-07-13T16:30:00+00:00,middle,0.25291947594656045,0.010175572535779387,true,true,true,303,303,3,176.491321,0.009082652134423217,1.0,
QQQ:2026-07-13T16:35:00+00:00,QQQ,2026-07-13,2026-07-13T16:35:00+00:00,middle,0.2447569101870824,0.008696148295436051,true,true,true,403,403,3,144.597025,0.010362694300518144,0.9975247524752475,
QQQ:2026-07-13T16:40:00+00:00,QQQ,2026-07-13,2026-07-13T16:40:00+00:00,middle,0.24449857066977765,0.01502295655556396,true,true,true,535,535,3,205.046922,0.009708737864077681,0.9981343283582089,
QQQ:2026-07-13T16:45:00+00:00,QQQ,2026-07-13,2026-07-13T16:45:00+00:00,middle,0.2579619533802569,0.012772322871874991,true,true,true,363,363,3,153.586633,0.008230452674897127,1.0,
QQQ:2026-07-13T16:50:00+00:00,QQQ,2026-07-13,2026-07-13T16:50:00+00:00,middle,0.24594931949378362,0.004930066821422385,true,true,true,313,313,3,141.969135,0.008078476630121005,1.0,
QQQ:2026-07-13T16:55:00+00:00,QQQ,2026-07-13,2026-07-13T16:55:00+00:00,middle,0.2432432039696239,0.0100979747543819,true,true,true,334,334,3,200.14057350000002,0.009390499283588634,1.0,
QQQ:2026-07-13T17:00:00+00:00,QQQ,2026-07-13,2026-07-13T17:00:00+00:00,middle,0.24630681690577602,0.005356668354630445,true,true,true,270,270,3,146.8353935,0.008017519331600657,1.0,
QQQ:2026-07-13T17:05:00+00:00,QQQ,2026-07-13,2026-07-13T17:05:00+00:00,middle,0.25965777037753346,0.007898787319425504,true,true,true,249,249,3,173.151352,0.009685230024213082,1.0,
QQQ:2026-07-13T17:10:00+00:00,QQQ,2026-07-13,2026-07-13T17:10:00+00:00,middle,0.2530653024061285,0.004426333168011165,true,true,true,202,202,3,132.35898300000002,0.008446746060530367,1.0,
QQQ:2026-07-13T17:15:00+00:00,QQQ,2026-07-13,2026-07-13T17:15:00+00:00,middle,0.24243701405737178,0.008269863411839995,true,true,true,205,205,3,173.179541,0.00734753857457749,1.0,
QQQ:2026-07-13T17:20:00+00:00,QQQ,2026-07-13,2026-07-13T17:20:00+00:00,middle,0.24253473771558143,0.012421214331466646,true,true,true,237,237,3,159.992875,0.008298755186721999,1.0,
QQQ:2026-07-13T17:25:00+00:00,QQQ,2026-07-13,2026-07-13T17:25:00+00:00,middle,0.24503613926555773,0.0029285805030651035,true,true,true,199,199,3,175.123799,0.009345794392523374,1.0,
QQQ:2026-07-13T17:30:00+00:00,QQQ,2026-07-13,2026-07-13T17:30:00+00:00,middle,0.24169546723209506,0.006587913804925988,true,true,true,241,241,3,179.94418,0.008484848484848519,1.0,
QQQ:2026-07-13T17:35:00+00:00,QQQ,2026-07-13,2026-07-13T17:35:00+00:00,middle,0.25523314152949306,0.006850416333306519,true,true,true,226,226,3,177.4586725,0.008325075639376588,1.0,
QQQ:2026-07-13T17:40:00+00:00,QQQ,2026-07-13,2026-07-13T17:40:00+00:00,middle,0.24313095168215593,0.004576872118864206,true,true,true,230,230,3,177.106731,0.008064647252979517,1.0,
QQQ:2026-07-13T17:45:00+00:00,QQQ,2026-07-13,2026-07-13T17:45:00+00:00,middle,0.256580513568392,0.0035681754664890764,true,true,true,215,215,3,158.337436,0.008491620111731742,1.0,
QQQ:2026-07-13T17:50:00+00:00,QQQ,2026-07-13,2026-07-13T17:50:00+00:00,middle,0.24284313581125996,0.0006111896305791564,true,true,true,216,216,3,169.148796,0.00823517943197183,1.0,
QQQ:2026-07-13T17:55:00+00:00,QQQ,2026-07-13,2026-07-13T17:55:00+00:00,middle,0.25745382388517263,0.007623171771816956,true,true,true,333,333,3,172.704078,0.008188331627430918,1.0,
QQQ:2026-07-13T18:00:00+00:00,QQQ,2026-07-13,2026-07-13T18:00:00+00:00,middle,0.24448321316359375,0.00511079924410579,true,true,true,215,215,3,168.577757,0.0075117370892018856,0.9953703703703703,
QQQ:2026-07-13T18:05:00+00:00,QQQ,2026-07-13,2026-07-13T18:05:00+00:00,middle,0.2605859448962118,0.01256895931515467,true,true,true,227,227,3,193.854647,0.008176614881439054,1.0,
QQQ:2026-07-13T18:10:00+00:00,QQQ,2026-07-13,2026-07-13T18:10:00+00:00,middle,0.2629530497577879,0.00679584084134921,true,true,true,229,229,3,176.205023,0.007662835249042151,1.0,
