provider,asset,session_date,time_of_day,rejection_reason,rows,passes
Massive,MSFT,2026-07-14,middle,NONE,26,26
Massive,MSFT,2026-07-15,first,NONE,25,25
Massive,MSFT,2026-07-15,last,NONE,20,20
Massive,MSFT,2026-07-15,middle,NONE,26,26
Massive,MSFT,2026-07-16,first,NONE,25,25
Massive,MSFT,2026-07-16,last,NONE,20,20
Massive,MSFT,2026-07-16,middle,NONE,26,26
Massive,MSFT,2026-07-17,first,NONE,25,25
Massive,MSFT,2026-07-17,last,NONE,20,20
Massive,MSFT,2026-07-17,middle,NONE,26,26
Massive,NVDA,2026-06-11,first,ATM_PAIR_MISSING,4,0
Massive,NVDA,2026-06-11,first,NONE,21,21
Massive,NVDA,2026-06-11,last,NONE,20,20
Massive,NVDA,2026-06-11,middle,NONE,26,26
Massive,NVDA,2026-06-12,first,ATM_PAIR_MISSING,3,0
Massive,NVDA,2026-06-12,first,NONE,22,22
Massive,NVDA,2026-06-12,last,NONE,20,20
Massive,NVDA,2026-06-12,middle,NONE,26,26
Massive,NVDA,2026-06-15,first,NONE,25,25
Massive,NVDA,2026-06-15,last,NONE,20,20
Massive,NVDA,2026-06-15,middle,NONE,26,26
Massive,NVDA,2026-06-16,first,NONE,25,25
Massive,NVDA,2026-06-16,last,NONE,20,20
Massive,NVDA,2026-06-16,middle,NONE,26,26
Massive,NVDA,2026-06-17,first,NONE,25,25
Massive,NVDA,2026-06-17,last,NONE,20,20
Massive,NVDA,2026-06-17,middle,NONE,26,26
Massive,NVDA,2026-06-18,first,NONE,25,25
Massive,NVDA,2026-06-18,last,NONE,20,20
Massive,NVDA,2026-06-18,middle,NONE,26,26
Massive,NVDA,2026-06-22,first,NONE,25,25
Massive,NVDA,2026-06-22,last,NONE,20,20
Massive,NVDA,2026-06-22,middle,NONE,26,26
Massive,NVDA,2026-06-23,first,NONE,25,25
Massive,NVDA,2026-06-23,last,NONE,20,20
Massive,NVDA,2026-06-23,middle,NONE,26,26
Massive,NVDA,2026-06-24,first,NONE,25,25
Massive,NVDA,2026-06-24,last,NONE,20,20
Massive,NVDA,2026-06-24,middle,NONE,26,26
Massive,NVDA,2026-06-25,first,NONE,25,25
Massive,NVDA,2026-06-25,last,NONE,20,20
Massive,NVDA,2026-06-25,middle,NONE,26,26
Massive,NVDA,2026-06-26,first,NONE,25,25
Massive,NVDA,2026-06-26,last,NONE,20,20
Massive,NVDA,2026-06-26,middle,NONE,26,26
Massive,NVDA,2026-06-29,first,NONE,25,25
Massive,NVDA,2026-06-29,last,NONE,20,20
Massive,NVDA,2026-06-29,middle,NONE,26,26
Massive,NVDA,2026-06-30,first,NONE,25,25
Massive,NVDA,2026-06-30,last,NONE,20,20
Massive,NVDA,2026-06-30,middle,NONE,26,26
Massive,NVDA,2026-07-01,first,NONE,25,25
Massive,NVDA,2026-07-01,last,NONE,20,20
Massive,NVDA,2026-07-01,middle,NONE,26,26
Massive,NVDA,2026-07-02,first,NONE,25,25
Massive,NVDA,2026-07-02,last,NONE,20,20
Massive,NVDA,2026-07-02,middle,NONE,26,26
Massive,NVDA,2026-07-06,first,NONE,25,25
Massive,NVDA,2026-07-06,last,NONE,20,20
Massive,NVDA,2026-07-06,middle,NONE,26,26
Massive,NVDA,2026-07-07,first,NONE,25,25
Massive,NVDA,2026-07-07,last,NONE,20,20
Massive,NVDA,2026-07-07,middle,NONE,26,26
Massive,NVDA,2026-07-08,first,NONE,25,25
Massive,NVDA,2026-07-08,last,NONE,20,20
Massive,NVDA,2026-07-08,middle,NONE,26,26
Massive,NVDA,2026-07-09,first,NONE,25,25
Massive,NVDA,2026-07-09,last,NONE,20,20
Massive,NVDA,2026-07-09,middle,NONE,26,26
Massive,NVDA,2026-07-10,first,NONE,25,25
Massive,NVDA,2026-07-10,last,NONE,20,20
Massive,NVDA,2026-07-10,middle,NONE,26,26
Massive,NVDA,2026-07-13,first,NONE,25,25
Massive,NVDA,2026-07-13,last,NONE,20,20
Massive,NVDA,2026-07-13,middle,NONE,26,26
Massive,NVDA,2026-07-14,first,NONE,25,25
Massive,NVDA,2026-07-14,last,NONE,20,20
Massive,NVDA,2026-07-14,middle,NONE,26,26
Massive,NVDA,2026-07-15,first,NONE,25,25
Massive,NVDA,2026-07-15,last,NONE,20,20
Massive,NVDA,2026-07-15,middle,NONE,26,26
Massive,NVDA,2026-07-16,first,NONE,10,10
Massive,NVDA,2026-07-16,first,NO_VALID_MEDIUM_ATM,15,0
Massive,NVDA,2026-07-16,last,NONE,20,20
Massive,NVDA,2026-07-16,middle,NONE,26,26
Massive,NVDA,2026-07-17,first,NONE,7,7
Massive,NVDA,2026-07-17,first,NO_VALID_MEDIUM_ATM,18,0
Massive,NVDA,2026-07-17,last,NONE,20,20
Massive,NVDA,2026-07-17,middle,NONE,26,26
Massive,QQQ,2026-06-11,first,NO_QUOTE_BEFORE_ORIGIN,25,0
Massive,QQQ,2026-06-11,last,NONE,20,20
Massive,QQQ,2026-06-11,middle,ATM_PAIR_MISSING,5,0
Massive,QQQ,2026-06-11,middle,NONE,11,11
Massive,QQQ,2026-06-11,middle,NO_QUOTE_BEFORE_ORIGIN,10,0
Massive,QQQ,2026-06-12,first,NO_QUOTE_BEFORE_ORIGIN,25,0
Massive,QQQ,2026-06-12,last,NONE,20,20
Massive,QQQ,2026-06-12,middle,NONE,23,23
Massive,QQQ,2026-06-12,middle,NO_QUOTE_BEFORE_ORIGIN,3,0
Massive,QQQ,2026-06-15,first,NONE,14,14
Massive,QQQ,2026-06-15,first,NO_QUOTE_BEFORE_ORIGIN,11,0
Massive,QQQ,2026-06-15,last,NONE,20,20
Massive,QQQ,2026-06-15,middle,NONE,26,26
Massive,QQQ,2026-06-16,first,ATM_PAIR_MISSING,3,0
Massive,QQQ,2026-06-16,first,NO_QUOTE_BEFORE_ORIGIN,22,0
Massive,QQQ,2026-06-16,last,NONE,20,20
Massive,QQQ,2026-06-16,middle,ATM_PAIR_MISSING,3,0
Massive,QQQ,2026-06-16,middle,NONE,23,23
Massive,QQQ,2026-06-17,first,NO_QUOTE_BEFORE_ORIGIN,25,0
Massive,QQQ,2026-06-17,last,ATM_PAIR_MISSING,1,0
Massive,QQQ,2026-06-17,last,NONE,4,4
Massive,QQQ,2026-06-17,last,NO_QUOTE_BEFORE_ORIGIN,15,0
Massive,QQQ,2026-06-17,middle,NO_QUOTE_BEFORE_ORIGIN,26,0
Massive,QQQ,2026-06-18,first,NONE,4,4
Massive,QQQ,2026-06-18,first,NO_QUOTE_BEFORE_ORIGIN,21,0
Massive,QQQ,2026-06-18,last,NONE,20,20
Massive,QQQ,2026-06-18,middle,NONE,26,26
Massive,QQQ,2026-06-22,first,ATM_PAIR_MISSING,19,0
Massive,QQQ,2026-06-22,first,NONE,6,6
Massive,QQQ,2026-06-22,last,NONE,20,20
Massive,QQQ,2026-06-22,middle,NONE,26,26
Massive,QQQ,2026-06-23,first,NONE,9,9
Massive,QQQ,2026-06-23,first,NO_QUOTE_BEFORE_ORIGIN,16,0
Massive,QQQ,2026-06-23,last,NONE,20,20
Massive,QQQ,2026-06-23,middle,NONE,26,26
Massive,QQQ,2026-06-24,first,NO_QUOTE_BEFORE_ORIGIN,25,0
Massive,QQQ,2026-06-24,last,NONE,20,20
Massive,QQQ,2026-06-24,middle,NONE,5,5
Massive,QQQ,2026-06-24,middle,NO_QUOTE_BEFORE_ORIGIN,21,0
Massive,QQQ,2026-06-25,first,NONE,8,8
Massive,QQQ,2026-06-25,first,NO_QUOTE_BEFORE_ORIGIN,17,0
Massive,QQQ,2026-06-25,last,NONE,20,20
Massive,QQQ,2026-06-25,middle,NONE,26,26
Massive,QQQ,2026-06-26,first,NONE,25,25
Massive,QQQ,2026-06-26,last,NONE,20,20
Massive,QQQ,2026-06-26,middle,NONE,26,26
Massive,QQQ,2026-06-29,first,NONE,25,25
Massive,QQQ,2026-06-29,last,NONE,20,20
Massive,QQQ,2026-06-29,middle,NONE,26,26
Massive,QQQ,2026-06-30,first,NONE,25,25
Massive,QQQ,2026-06-30,last,NONE,20,20
Massive,QQQ,2026-06-30,middle,NONE,26,26
Massive,QQQ,2026-07-01,first,NONE,25,25
Massive,QQQ,2026-07-01,last,NONE,20,20
Massive,QQQ,2026-07-01,middle,NONE,26,26
Massive,QQQ,2026-07-02,first,ATM_PAIR_MISSING,6,0
Massive,QQQ,2026-07-02,first,NONE,7,7
Massive,QQQ,2026-07-02,first,NO_QUOTE_BEFORE_ORIGIN,12,0
Massive,QQQ,2026-07-02,last,NONE,20,20
Massive,QQQ,2026-07-02,middle,NONE,26,26
Massive,QQQ,2026-07-06,first,NONE,25,25
Massive,QQQ,2026-07-06,last,NONE,20,20
Massive,QQQ,2026-07-06,middle,NONE,26,26
Massive,QQQ,2026-07-07,first,ATM_PAIR_MISSING,2,0
Massive,QQQ,2026-07-07,first,NONE,9,9
Massive,QQQ,2026-07-07,first,NO_QUOTE_BEFORE_ORIGIN,14,0
Massive,QQQ,2026-07-07,last,NONE,20,20
Massive,QQQ,2026-07-07,middle,NONE,26,26
Massive,QQQ,2026-07-08,first,NONE,16,16
Massive,QQQ,2026-07-08,first,NO_QUOTE_BEFORE_ORIGIN,9,0
Massive,QQQ,2026-07-08,last,NONE,20,20
Massive,QQQ,2026-07-08,middle,NONE,26,26
Massive,QQQ,2026-07-09,first,NONE,25,25
Massive,QQQ,2026-07-09,last,NONE,20,20
Massive,QQQ,2026-07-09,middle,NONE,26,26
Massive,QQQ,2026-07-10,first,NONE,25,25
Massive,QQQ,2026-07-10,last,NONE,20,20
Massive,QQQ,2026-07-10,middle,NONE,26,26
Massive,QQQ,2026-07-13,first,NONE,25,25
Massive,QQQ,2026-07-13,last,NONE,20,20
Massive,QQQ,2026-07-13,middle,NONE,26,26
Massive,QQQ,2026-07-14,first,NONE,18,18
Massive,QQQ,2026-07-14,first,NO_VALID_MEDIUM_ATM,7,0
Massive,QQQ,2026-07-14,last,NONE,20,20
Massive,QQQ,2026-07-14,middle,NONE,26,26
Massive,QQQ,2026-07-15,first,NONE,20,20
Massive,QQQ,2026-07-15,first,NO_VALID_MEDIUM_ATM,5,0
Massive,QQQ,2026-07-15,last,NONE,20,20
Massive,QQQ,2026-07-15,middle,NONE,26,26
Massive,QQQ,2026-07-16,first,NONE,16,16
Massive,QQQ,2026-07-16,first,NO_VALID_MEDIUM_ATM,9,0
Massive,QQQ,2026-07-16,last,NONE,20,20
Massive,QQQ,2026-07-16,middle,NONE,26,26
Massive,QQQ,2026-07-17,first,NO_VALID_MEDIUM_ATM,25,0
Massive,QQQ,2026-07-17,last,NONE,20,20
Massive,QQQ,2026-07-17,middle,NONE,22,22
Massive,QQQ,2026-07-17,middle,NO_VALID_MEDIUM_ATM,4,0
Massive,SPY,2026-06-11,first,ATM_PAIR_MISSING,25,0
Massive,SPY,2026-06-11,last,NONE,20,20
Massive,SPY,2026-06-11,middle,ATM_PAIR_MISSING,21,0
Massive,SPY,2026-06-11,middle,NONE,5,5
Massive,SPY,2026-06-12,first,NO_QUOTE_BEFORE_ORIGIN,25,0
Massive,SPY,2026-06-12,last,NONE,20,20
Massive,SPY,2026-06-12,middle,NONE,18,18
Massive,SPY,2026-06-12,middle,NO_QUOTE_BEFORE_ORIGIN,8,0
Massive,SPY,2026-06-15,first,ATM_PAIR_MISSING,1,0
Massive,SPY,2026-06-15,first,NO_QUOTE_BEFORE_ORIGIN,24,0
Massive,SPY,2026-06-15,last,NONE,20,20
Massive,SPY,2026-06-15,middle,ATM_PAIR_MISSING,7,0
Massive,SPY,2026-06-15,middle,NONE,19,19
Massive,SPY,2026-06-16,first,NO_QUOTE_BEFORE_ORIGIN,25,0
Massive,SPY,2026-06-16,last,NONE,18,18
Massive,SPY,2026-06-16,last,NO_QUOTE_BEFORE_ORIGIN,2,0
Massive,SPY,2026-06-16,middle,NO_QUOTE_BEFORE_ORIGIN,26,0
Massive,SPY,2026-06-17,first,ATM_PAIR_MISSING,22,0
Massive,SPY,2026-06-17,first,STALE_QUOTE,3,0
Massive,SPY,2026-06-17,last,ATM_PAIR_MISSING,10,0
Massive,SPY,2026-06-17,last,NONE,10,10
Massive,SPY,2026-06-17,middle,ATM_PAIR_MISSING,23,0
Massive,SPY,2026-06-17,middle,STALE_QUOTE,3,0
Massive,SPY,2026-06-18,first,NONE,1,1
Massive,SPY,2026-06-18,first,NO_QUOTE_BEFORE_ORIGIN,24,0
Massive,SPY,2026-06-18,last,NONE,20,20
Massive,SPY,2026-06-18,middle,NONE,26,26
Massive,SPY,2026-06-22,first,ATM_PAIR_MISSING,21,0
Massive,SPY,2026-06-22,first,NONE,2,2
Massive,SPY,2026-06-22,first,STALE_QUOTE,2,0
Massive,SPY,2026-06-22,last,NONE,20,20
Massive,SPY,2026-06-22,middle,NONE,26,26
Massive,SPY,2026-06-23,first,ATM_PAIR_MISSING,25,0
Massive,SPY,2026-06-23,last,NONE,20,20
Massive,SPY,2026-06-23,middle,ATM_PAIR_MISSING,2,0
Massive,SPY,2026-06-23,middle,NONE,24,24
Massive,SPY,2026-06-24,first,NO_QUOTE_BEFORE_ORIGIN,25,0
Massive,SPY,2026-06-24,last,NONE,20,20
Massive,SPY,2026-06-24,middle,NONE,6,6
Massive,SPY,2026-06-24,middle,NO_QUOTE_BEFORE_ORIGIN,20,0
Massive,SPY,2026-06-25,first,NO_QUOTE_BEFORE_ORIGIN,25,0
Massive,SPY,2026-06-25,last,ATM_PAIR_MISSING,5,0
Massive,SPY,2026-06-25,last,NONE,15,15
Massive,SPY,2026-06-25,middle,ATM_PAIR_MISSING,6,0
Massive,SPY,2026-06-25,middle,NO_QUOTE_BEFORE_ORIGIN,20,0
Massive,SPY,2026-06-26,first,ATM_PAIR_MISSING,9,0
Massive,SPY,2026-06-26,first,NO_QUOTE_BEFORE_ORIGIN,16,0
Massive,SPY,2026-06-26,last,NONE,20,20
Massive,SPY,2026-06-26,middle,ATM_PAIR_MISSING,19,0
Massive,SPY,2026-06-26,middle,NONE,7,7
Massive,SPY,2026-06-29,first,ATM_PAIR_MISSING,10,0
Massive,SPY,2026-06-29,first,NO_QUOTE_BEFORE_ORIGIN,15,0
Massive,SPY,2026-06-29,last,NONE,20,20
Massive,SPY,2026-06-29,middle,ATM_PAIR_MISSING,1,0
Massive,SPY,2026-06-29,middle,NONE,25,25
Massive,SPY,2026-06-30,first,ATM_PAIR_MISSING,17,0
Massive,SPY,2026-06-30,first,NONE,5,5
Massive,SPY,2026-06-30,first,NO_QUOTE_BEFORE_ORIGIN,3,0
Massive,SPY,2026-06-30,last,NONE,20,20
Massive,SPY,2026-06-30,middle,NONE,26,26
Massive,SPY,2026-07-01,first,ATM_PAIR_MISSING,9,0
Massive,SPY,2026-07-01,first,NO_QUOTE_BEFORE_ORIGIN,16,0
Massive,SPY,2026-07-01,last,NONE,20,20
Massive,SPY,2026-07-01,middle,ATM_PAIR_MISSING,12,0
Massive,SPY,2026-07-01,middle,NONE,14,14
Massive,SPY,2026-07-02,first,NO_QUOTE_BEFORE_ORIGIN,25,0
Massive,SPY,2026-07-02,last,NONE,20,20
Massive,SPY,2026-07-02,middle,NONE,16,16
Massive,SPY,2026-07-02,middle,NO_QUOTE_BEFORE_ORIGIN,10,0
Massive,SPY,2026-07-06,first,ATM_PAIR_MISSING,18,0
Massive,SPY,2026-07-06,first,NONE,2,2
Massive,SPY,2026-07-06,first,STALE_QUOTE,5,0
Massive,SPY,2026-07-06,last,NONE,20,20
Massive,SPY,2026-07-06,middle,NONE,26,26
Massive,SPY,2026-07-07,first,ATM_PAIR_MISSING,15,0
Massive,SPY,2026-07-07,first,NO_QUOTE_BEFORE_ORIGIN,10,0
Massive,SPY,2026-07-07,last,NONE,20,20
Massive,SPY,2026-07-07,middle,ATM_PAIR_MISSING,12,0
Massive,SPY,2026-07-07,middle,NONE,14,14
Massive,SPY,2026-07-08,first,ATM_PAIR_MISSING,25,0
Massive,SPY,2026-07-08,last,NONE,20,20
Massive,SPY,2026-07-08,middle,ATM_PAIR_MISSING,11,0
Massive,SPY,2026-07-08,middle,NONE,15,15
Massive,SPY,2026-07-09,first,NONE,25,25
Massive,SPY,2026-07-09,last,NONE,20,20
Massive,SPY,2026-07-09,middle,NONE,26,26
Massive,SPY,2026-07-10,first,ATM_PAIR_MISSING,3,0
Massive,SPY,2026-07-10,first,NONE,22,22
Massive,SPY,2026-07-10,last,NONE,20,20
Massive,SPY,2026-07-10,middle,NONE,26,26
Massive,SPY,2026-07-13,first,NO_VALID_MEDIUM_ATM,25,0
Massive,SPY,2026-07-13,last,NONE,20,20
Massive,SPY,2026-07-13,middle,NONE,14,14
Massive,SPY,2026-07-13,middle,NO_VALID_MEDIUM_ATM,12,0
Massive,SPY,2026-07-14,first,NONE,8,8
Massive,SPY,2026-07-14,first,NO_VALID_MEDIUM_ATM,17,0
Massive,SPY,2026-07-14,last,NONE,20,20
Massive,SPY,2026-07-14,middle,NONE,26,26
Massive,SPY,2026-07-15,first,NO_VALID_MEDIUM_ATM,25,0
Massive,SPY,2026-07-15,last,NONE,20,20
Massive,SPY,2026-07-15,middle,NONE,16,16
Massive,SPY,2026-07-15,middle,NO_VALID_MEDIUM_ATM,10,0
Massive,SPY,2026-07-16,first,NO_VALID_MEDIUM_ATM,25,0
Massive,SPY,2026-07-16,last,NONE,19,19
Massive,SPY,2026-07-16,last,NO_VALID_MEDIUM_ATM,1,0
Massive,SPY,2026-07-16,middle,NO_VALID_MEDIUM_ATM,26,0
Massive,SPY,2026-07-17,first,NO_VALID_MEDIUM_ATM,25,0
Massive,SPY,2026-07-17,last,NONE,20,20
Massive,SPY,2026-07-17,middle,NONE,25,25
Massive,SPY,2026-07-17,middle,NO_VALID_MEDIUM_ATM,1,0
Massive,TSLA,2026-06-11,first,NONE,25,25
Massive,TSLA,2026-06-11,last,NONE,20,20
Massive,TSLA,2026-06-11,middle,NONE,26,26
Massive,TSLA,2026-06-12,first,NONE,25,25
Massive,TSLA,2026-06-12,last,NONE,20,20
Massive,TSLA,2026-06-12,middle,NONE,26,26
Massive,TSLA,2026-06-15,first,NONE,25,25
Massive,TSLA,2026-06-15,last,NONE,20,20
Massive,TSLA,2026-06-15,middle,NONE,26,26
Massive,TSLA,2026-06-16,first,NONE,25,25
Massive,TSLA,2026-06-16,last,NONE,20,20
Massive,TSLA,2026-06-16,middle,NONE,26,26
Massive,TSLA,2026-06-17,first,NONE,25,25
Massive,TSLA,2026-06-17,last,NONE,20,20
Massive,TSLA,2026-06-17,middle,NONE,26,26
Massive,TSLA,2026-06-18,first,NONE,25,25
Massive,TSLA,2026-06-18,last,NONE,20,20
Massive,TSLA,2026-06-18,middle,NONE,26,26
Massive,TSLA,2026-06-22,first,NONE,25,25
Massive,TSLA,2026-06-22,last,NONE,20,20
Massive,TSLA,2026-06-22,middle,NONE,26,26
Massive,TSLA,2026-06-23,first,NONE,25,25
Massive,TSLA,2026-06-23,last,NONE,20,20
Massive,TSLA,2026-06-23,middle,NONE,26,26
Massive,TSLA,2026-06-24,first,NONE,25,25
Massive,TSLA,2026-06-24,last,NONE,20,20
Massive,TSLA,2026-06-24,middle,NONE,26,26
Massive,TSLA,2026-06-25,first,NONE,25,25
Massive,TSLA,2026-06-25,last,NONE,20,20
Massive,TSLA,2026-06-25,middle,NONE,26,26
Massive,TSLA,2026-06-26,first,NONE,25,25
Massive,TSLA,2026-06-26,last,NONE,20,20
Massive,TSLA,2026-06-26,middle,NONE,26,26
Massive,TSLA,2026-06-29,first,NONE,25,25
Massive,TSLA,2026-06-29,last,NONE,20,20
Massive,TSLA,2026-06-29,middle,NONE,26,26
Massive,TSLA,2026-06-30,first,NONE,25,25
Massive,TSLA,2026-06-30,last,NONE,20,20
Massive,TSLA,2026-06-30,middle,NONE,26,26
Massive,TSLA,2026-07-01,first,NONE,25,25
Massive,TSLA,2026-07-01,last,NONE,20,20
Massive,TSLA,2026-07-01,middle,NONE,26,26
Massive,TSLA,2026-07-02,first,NONE,25,25
Massive,TSLA,2026-07-02,last,NONE,20,20
Massive,TSLA,2026-07-02,middle,NONE,26,26
Massive,TSLA,2026-07-06,first,NONE,25,25
Massive,TSLA,2026-07-06,last,NONE,20,20
Massive,TSLA,2026-07-06,middle,NONE,26,26
Massive,TSLA,2026-07-07,first,NONE,25,25
Massive,TSLA,2026-07-07,last,NONE,20,20
Massive,TSLA,2026-07-07,middle,NONE,26,26
Massive,TSLA,2026-07-08,first,NONE,25,25
Massive,TSLA,2026-07-08,last,NONE,20,20
Massive,TSLA,2026-07-08,middle,NONE,26,26
Massive,TSLA,2026-07-09,first,NONE,25,25
Massive,TSLA,2026-07-09,last,NONE,20,20
Massive,TSLA,2026-07-09,middle,NONE,26,26
Massive,TSLA,2026-07-10,first,NONE,25,25
Massive,TSLA,2026-07-10,last,NONE,20,20
Massive,TSLA,2026-07-10,middle,NONE,26,26
Massive,TSLA,2026-07-13,first,NONE,25,25
Massive,TSLA,2026-07-13,last,NONE,20,20
Massive,TSLA,2026-07-13,middle,NONE,26,26
Massive,TSLA,2026-07-14,first,NONE,25,25
Massive,TSLA,2026-07-14,last,NONE,20,20
Massive,TSLA,2026-07-14,middle,NONE,26,26
Massive,TSLA,2026-07-15,first,NONE,25,25
Massive,TSLA,2026-07-15,last,NONE,20,20
Massive,TSLA,2026-07-15,middle,NONE,26,26
Massive,TSLA,2026-07-16,first,NONE,25,25
Massive,TSLA,2026-07-16,last,NONE,20,20
Massive,TSLA,2026-07-16,middle,NONE,26,26
Massive,TSLA,2026-07-17,first,NONE,21,21
Massive,TSLA,2026-07-17,first,NO_VALID_MEDIUM_ATM,4,0
Massive,TSLA,2026-07-17,last,NONE,20,20
Massive,TSLA,2026-07-17,middle,NONE,26,26
Unusual Whales,AAPL,2026-06-11,first,NONE,25,25
Unusual Whales,AAPL,2026-06-11,last,NONE,20,20
Unusual Whales,AAPL,2026-06-11,middle,NONE,26,26
Unusual Whales,AAPL,2026-06-12,first,NONE,25,25
Unusual Whales,AAPL,2026-06-12,last,NONE,20,20
Unusual Whales,AAPL,2026-06-12,middle,NONE,26,26
Unusual Whales,AAPL,2026-06-15,first,NONE,25,25
Unusual Whales,AAPL,2026-06-15,last,NONE,20,20
Unusual Whales,AAPL,2026-06-15,middle,NONE,26,26
Unusual Whales,AAPL,2026-06-16,first,NONE,25,25
Unusual Whales,AAPL,2026-06-16,last,NONE,20,20
Unusual Whales,AAPL,2026-06-16,middle,NONE,26,26
Unusual Whales,AAPL,2026-06-17,first,NONE,25,25
Unusual Whales,AAPL,2026-06-17,last,NONE,20,20
Unusual Whales,AAPL,2026-06-17,middle,NONE,26,26
Unusual Whales,AAPL,2026-06-18,first,NONE,25,25
Unusual Whales,AAPL,2026-06-18,last,NONE,20,20
Unusual Whales,AAPL,2026-06-18,middle,NONE,26,26
Unusual Whales,AAPL,2026-06-22,first,NONE,25,25
Unusual Whales,AAPL,2026-06-22,last,NONE,20,20
Unusual Whales,AAPL,2026-06-22,middle,NONE,26,26
Unusual Whales,AAPL,2026-06-23,first,NONE,25,25
Unusual Whales,AAPL,2026-06-23,last,NONE,20,20
Unusual Whales,AAPL,2026-06-23,middle,NONE,26,26
Unusual Whales,AAPL,2026-06-24,first,NONE,25,25
Unusual Whales,AAPL,2026-06-24,last,NONE,20,20
Unusual Whales,AAPL,2026-06-24,middle,NONE,26,26
Unusual Whales,AAPL,2026-06-25,first,NONE,25,25
Unusual Whales,AAPL,2026-06-25,last,NONE,20,20
Unusual Whales,AAPL,2026-06-25,middle,NONE,26,26
Unusual Whales,AAPL,2026-06-26,first,NONE,25,25
Unusual Whales,AAPL,2026-06-26,last,NONE,20,20
Unusual Whales,AAPL,2026-06-26,middle,NONE,26,26
Unusual Whales,AAPL,2026-06-29,first,NONE,25,25
Unusual Whales,AAPL,2026-06-29,last,NONE,20,20
Unusual Whales,AAPL,2026-06-29,middle,NONE,26,26
Unusual Whales,AAPL,2026-06-30,first,NONE,25,25
Unusual Whales,AAPL,2026-06-30,last,NONE,20,20
Unusual Whales,AAPL,2026-06-30,middle,NONE,26,26
Unusual Whales,AAPL,2026-07-01,first,NONE,25,25
Unusual Whales,AAPL,2026-07-01,last,NONE,20,20
Unusual Whales,AAPL,2026-07-01,middle,NONE,26,26
Unusual Whales,AAPL,2026-07-02,first,NONE,25,25
Unusual Whales,AAPL,2026-07-02,last,NONE,20,20
Unusual Whales,AAPL,2026-07-02,middle,NONE,26,26
Unusual Whales,AAPL,2026-07-06,first,NONE,25,25
Unusual Whales,AAPL,2026-07-06,last,NONE,20,20
Unusual Whales,AAPL,2026-07-06,middle,NONE,26,26
Unusual Whales,AAPL,2026-07-07,first,NONE,25,25
Unusual Whales,AAPL,2026-07-07,last,NONE,20,20
Unusual Whales,AAPL,2026-07-07,middle,NONE,26,26
Unusual Whales,AAPL,2026-07-08,first,NONE,25,25
Unusual Whales,AAPL,2026-07-08,last,NONE,20,20
Unusual Whales,AAPL,2026-07-08,middle,NONE,26,26
Unusual Whales,AAPL,2026-07-09,first,NONE,25,25
Unusual Whales,AAPL,2026-07-09,last,NONE,20,20
Unusual Whales,AAPL,2026-07-09,middle,NONE,26,26
Unusual Whales,AAPL,2026-07-10,first,NONE,25,25
Unusual Whales,AAPL,2026-07-10,last,NONE,20,20
Unusual Whales,AAPL,2026-07-10,middle,NONE,26,26
Unusual Whales,AAPL,2026-07-13,first,B2_PIT_FAILURE,25,0
Unusual Whales,AAPL,2026-07-13,last,B2_PIT_FAILURE,20,0
Unusual Whales,AAPL,2026-07-13,middle,B2_PIT_FAILURE,26,0
Unusual Whales,AAPL,2026-07-14,first,B2_PIT_FAILURE,25,0
Unusual Whales,AAPL,2026-07-14,last,B2_PIT_FAILURE,20,0
Unusual Whales,AAPL,2026-07-14,middle,B2_PIT_FAILURE,26,0
Unusual Whales,AAPL,2026-07-15,first,B2_PIT_FAILURE,25,0
Unusual Whales,AAPL,2026-07-15,last,B2_PIT_FAILURE,20,0
Unusual Whales,AAPL,2026-07-15,middle,B2_PIT_FAILURE,26,0
Unusual Whales,AAPL,2026-07-16,first,B2_PIT_FAILURE,25,0
Unusual Whales,AAPL,2026-07-16,last,B2_PIT_FAILURE,20,0
Unusual Whales,AAPL,2026-07-16,middle,B2_PIT_FAILURE,26,0
Unusual Whales,AAPL,2026-07-17,first,B2_PIT_FAILURE,25,0
Unusual Whales,AAPL,2026-07-17,last,B2_PIT_FAILURE,20,0
Unusual Whales,AAPL,2026-07-17,middle,B2_PIT_FAILURE,26,0
Unusual Whales,AMZN,2026-06-11,first,NONE,25,25
Unusual Whales,AMZN,2026-06-11,last,NONE,20,20
Unusual Whales,AMZN,2026-06-11,middle,NONE,26,26
Unusual Whales,AMZN,2026-06-12,first,NONE,25,25
Unusual Whales,AMZN,2026-06-12,last,NONE,20,20
Unusual Whales,AMZN,2026-06-12,middle,NONE,26,26
Unusual Whales,AMZN,2026-06-15,first,NONE,25,25
Unusual Whales,AMZN,2026-06-15,last,NONE,20,20
Unusual Whales,AMZN,2026-06-15,middle,NONE,26,26
Unusual Whales,AMZN,2026-06-16,first,NONE,25,25
Unusual Whales,AMZN,2026-06-16,last,NONE,20,20
Unusual Whales,AMZN,2026-06-16,middle,NONE,26,26
Unusual Whales,AMZN,2026-06-17,first,NONE,25,25
Unusual Whales,AMZN,2026-06-17,last,NONE,20,20
Unusual Whales,AMZN,2026-06-17,middle,NONE,26,26
Unusual Whales,AMZN,2026-06-18,first,NONE,25,25
Unusual Whales,AMZN,2026-06-18,last,NONE,20,20
Unusual Whales,AMZN,2026-06-18,middle,NONE,26,26
Unusual Whales,AMZN,2026-06-22,first,NONE,25,25
Unusual Whales,AMZN,2026-06-22,last,NONE,20,20
