block_id,model_name,group_type,group,estimate,ci_low,ci_high,p_value_two_sided,clusters,observations,repetitions,seed
block_a_2024_08_02_2024_09_13,gamma_glm,asset,AAPL,0.09406366455290462,0.03699808905450744,0.1628723298313614,0.0009995002498750624,30,1980,2000,650
block_a_2024_08_02_2024_09_13,gamma_glm,asset,AMZN,0.04244317511850247,-0.003896328664633594,0.09980826858975966,0.08095952023988005,30,1980,2000,650
block_a_2024_08_02_2024_09_13,gamma_glm,asset,META,0.013134337011985839,0.0016262330011215704,0.025349031929845778,0.028985507246376812,30,1980,2000,650
block_a_2024_08_02_2024_09_13,gamma_glm,asset,MSFT,-0.022224217834948077,-0.05075633473240586,0.007630214072914612,0.15092453773113443,30,1980,2000,650
block_a_2024_08_02_2024_09_13,gamma_glm,asset,NVDA,0.314299336981459,0.2158130681996672,0.4227911897915026,0.0009995002498750624,30,1980,2000,650
block_a_2024_08_02_2024_09_13,gamma_glm,asset,TSLA,0.018126198904672333,-0.0018911860209168325,0.045085664814680744,0.08095952023988005,30,1980,2000,650
block_a_2024_08_02_2024_09_13,gamma_glm,session_tercile,first,0.06163051676755537,0.018620659290683548,0.1211523266444156,0.0009995002498750624,30,3600,2000,650
block_a_2024_08_02_2024_09_13,gamma_glm,session_tercile,last,0.12778066282870293,0.07515080775156914,0.18573455670913788,0.0009995002498750624,30,3600,2000,650
block_a_2024_08_02_2024_09_13,gamma_glm,session_tercile,middle,0.04884784039058357,0.03391660687222446,0.0631343970953508,0.0009995002498750624,30,4680,2000,650
block_a_2024_08_02_2024_09_13,gamma_glm,volatility_regime,high,0.14614612789627301,0.0997261913099164,0.18947290858442853,0.0009995002498750624,30,5735,2000,650
block_a_2024_08_02_2024_09_13,gamma_glm,volatility_regime,low,0.014754153338512148,-0.004139071579269417,0.03259684491339551,0.12193903048475763,28,2526,2000,650
block_a_2024_08_02_2024_09_13,gamma_glm,volatility_regime,normal,0.009690827509326752,-0.009308410851406728,0.029649029633991845,0.33483258370814595,30,3619,2000,650
block_a_2024_08_02_2024_09_13,lightgbm,asset,AAPL,-0.0058382237473313175,-0.02261346534539545,0.007644170080834523,0.46976511744127936,30,1980,2000,650
block_a_2024_08_02_2024_09_13,lightgbm,asset,AMZN,-0.06491563313508228,-0.09273021859670097,-0.04012118726220496,0.0009995002498750624,30,1980,2000,650
